Id,Review,Label
7996,Very beneficial. I LIKED IT. Deserves 10 stars indeed.,5
26137,thanks MSU!,5
65960,A thoughtful and sometimes touching course. It gave me a lot to think about memory and the changes that occur in us as we age.,5
67580,"This is the toughest courses in the specialization so far. But if you manage to complete it, you'll have some really advance skills under your belt.",5
69946,I am very satisfied with the course. The lesson is really comprehensive and help me to learn daily basic Korean. I am really anticipating for the next course from Yonsei University!,5
64125,"I strongly recommend this course to all those who are curios about Modern Middle East history or simply love Arab culture. To me, this is a very in-depth course which need to be accompanied by extra readings to have a more complete picture in mind. I'm going to take the secon",5
13805,"Practical, well-presented, inspiring!",5
23423,I loved the videos of the course. It makes learning so accessible. I'm now onto course number 3!,5
41158,Easy to understand and very fluent introduction into the world of game design. I liked it a lot!,5
56949,It is a great course and the assignments are exceptional.. I would rate it 5 star.,5
44946,"Its really helpful, its not only theory guys !, they designed it really well using sound effect and animation.Thank you so much everyone to making this course.",5
101495,"Comprehensive, great lessons",5
31152,This is an excellent course of study for anyone in college and online bloggers. I wish you this class was offered to bloggers on the Wordpress site. Many of the blogger do not use any form of editing program to correct their mistakes.I would recommend offering this class to all blogging sites.,5
41548,"Excellent course, I'm waiting for the Part 2...",5
21542,Nice for a beginner.,4
104620,"Best course in the specialization so far. Well thought out and explained. The course still has the same problem with quiz questions being at times obtuse, but overall it's a really good course.",4
79868,Very well explained. Gave me an knowledge for tools and better understanding how to clearly communicate roles and responsibilities. Great course for someone that has children and work to give a chance to better there selves professionally. Thank you.,5
104635,"Excellent teachers, very informative. Overall a positive learning experience.",5
71023,"Great review of the industry. I learned a lot! The course was a general introduction, but has inspired to dive deeper into certain aspects of the industry.",5
101341,wonderful introduction !!!!excellent!!!!,5
88997,It is a good course with great content. The professors are well prepared and share their knowledge in an easy way so that everyone can understand their explanations.,5
51577,Very good teacher,5
96287,This course is really useful for beginners like me. But. sometimes i feel like fast forwarding the course. It was too slow in the middle.,4
59197,"Great professor and teaching style, the quiz helps to understand the fundamental concepts, and coding projects also provide hands-on experience and knowledge to gain deeper learning of this subject.",4
1563,Provides a good overview of metrics and how to think about them. A good starting point,4
64117,This course helps me to understand the middle east and its backround,5
64170,"A very clear, rigorous and ENJOYABLE presentation of a very complex subject. Definitely everyone interested in the roots of the modern Middle East troubles should take this primer.",5
34693,I feel good and learn a lotï¼,5
94224,Top 3 course of this specialization.,5
33365,"Good intro, gave a good introduction to HTML5 if you know nothing about it or have had some experience in the past and want to dip your toes in.",5
1225,"This was a really excellent little unit. I really appreciate going over all the algorithms in this course and I have a better understanding of how we explore graphs to find valuable information. I really enjoyed the challenge optional week as well. I felt less stress to complete it since it was optional, but it was still very challenging and I couldn't complete it (even though I really tried). I feel the challenge optional week may need to be made slightly easier though to give people who are normally busy to get a chance to try and solve the problems in it (it did eat up a lot of my spare time). Excellent work, great course (wish I knew contraction hierarchies better, been reading some papers but still unsure of how to best implement it).",5
22623,Definitely helped me understand some of the lingo use,5
100398,Its a wonderful course for all research students and beginners to have a good understanding of research methods and Review of Literature in general. I would endorse this course for all research scholars.,5
106436,"Generally, a good course.The lectures and supporting talks were instructive, helpful, and inspiring. The instructors and industry experts were well chosen.The assignments were pretty good. They provided nice constraints and freedom of expression to come up with ideas and think about how one might create and adapt a story world so that meaningful experiences can be had from it. The peer review process was good, but I would have liked instructor feedback as well (I suppose it is free for because of only being peer reviewed though).",4
79187,A good refresher for rather common sense subject matter. I enjoyed the teacher's relaxed style.,5
42070,Awesome Course. The Instructor and his way of teaching is Amazing.,5
33139,Excellent course and instructor.,5
103921,Learned more about image processing than Swift.,1
9084,Fantastic course. A lot of neat tricks thrown in too. Jim Fowler's enthusiasm is contagious.,5
71682,very interesting however I expected more interviews from experts and more articles or literature to read for further development,5
81209,Tough but awesome.,5
20831,"I really enjoyed this course, and as an Australian it is so exciting it comes form a domestic university. Thank you",4
33584,Basic but very helpful course! I highly recommend for those who just begin to learn web design.,4
101357,"Very good and useful introduction. Logistic regression could have been expanded a little more, so that we can start using it.",5
50563,did not like the course at all. That is why I decided to discontinue the course.,1
14959,Barely any depth,2
36356,very fundamental and straight to the point . This is the course if you are looking for strong foundation.,5
27021,Best CSS Tutorial on the Net!!!!,5
981,"I would recommend this course to anyone who has some experience with coding, but has not taken an algorithm course. I particularly like this course because it is more ""math-heavy"" than some of the other courses. After taking this course, you might not be able to solve all Leetcode problems (so probably will not help with your interviews directly), but from an intellectual point of view, I think the instructor does a good job explaining why people care about algorithms and how to analyze a class of algorithms rigorously.",4
4975,"An excellent introduction to the sometimes overlooked marine predators that lived alongside the dinosaurs! A lot of detail is presented here, so be prepared to act like a sponge and soak it all up.",5
76900,good introduction for people who have never do anything with programming. It is really basic knowledge.,3
53114,"Very enjoyable and fairly synthetic. This course focuses on change management. In a changing world, how can managers best prepare themselves, apprehend and implement the needed changes ? Looking forward to a part 2.",5
40993,This course made me believe that I can really make interesting playable games.The instructor was very funny and to the point.,5
8553,"There is room to improve, but much better than previous version. Thanks for your good work as a good resource on learning about big data",4
43252,very useful,5
51117,"It helped me expand my horizon, I gradually learnt so much from the faculty and their valuable guest interviews. If not for their effort, it would have took few more years for me to realize that such things exist. I would recommend individuals to give the course a try after all you need to know what you have inside your own body. Thank you.",5
78133,Dr Charles Severance has made the course even more engaging and interesting.I couldn't have asked for a better mentor.Looking forward to attending more of his lectures.Thanks,5
92857,Good introduction. But could go more in depth.,4
105015,Get ready for a lot of frustration and independent research. For being able to complete the course on continuous delivery the videos of the course are not a great help.,1
19178,This class was very interesting and explained things clearly. I already had a bit of knowledge about this subject but this course taught me new things and connected the things I already knew to these new thoughts. Thank you!,5
33407,Great teacher! Excellent for people starting!,5
35319,"A wonderful course that opened my mind to something I had tried to understand, but couldn't. Thank you for sharing the individual stories and experiences.",5
104319,"This course requires you have a good ability of programming about C.You also know some knowledge about the HTML , JavaScript.The course covers a broad range of software security.The hardest part for me is symbolic execution.If your basic knowledge about programming is weak,you need to read materials from Google to understand it.",5
16068,This will be one of the Foundation skills for every professional in the future. Thanks Guys.,5
60560,This is an excellent course; well structured and presented.,5
79940,"I'm a full-time employee and new mom. The flexible format and ability to retake any quiz, was key to my ability to take and successfully pass this course.",5
80220,Just Perfect!,5
80758,"Excellent delivery, very simple and in depth analyses of the negotiation process.",4
81397,"I really enjoyed it. The only thing was I had to read the scripts on the videos in order to follow the thoughts and ideas because I'm used to read and understand faster than in the way you expressed the ideas. Other than that it was a great course. Very enlightening. And also gave me hope for psychology since most of whet we study at school is about problems and pathologies, never solutions.",4
46672,A complete manual on how the brain works while learning new things. Never had anything like it before. Highly recommended.,5
80196,This instructor is one of the best! I have learned more in her online courses than any in-class instruction. Thanks much.,5
31799,I really enjoyed this course and sharing thoughts and ideas with others participants was a rich experience.,5
34488,Can I use this course without purchase.,5
98010,Wonderful Course. Got to learn a lot of new and interesting stuff. And interacted with quite a lot of intelligent and enthusiastic learners.,5
6333,Loved this course,5
84148,good course. the shell wasn't working properly at all,4
91677,Dr. Chuck does it again.,5
63327,I will be brief: EXCELLENT!!!Dr. Jose Vasquez is an awesome teacher!!!,5
71289,Good course. A few problems at the beginning of the course are from SICP (Structure and Interpretation of Computer Programs) book.,5
12202,"It wasn't challenging but more irrelevant to what I'd guess is a lot of ""workplaces""",3
46084,Great course to start a happier life,5
60775,We need more statements to use when composing emails. More methods and ways to expressing apology and to compose introductions.It was my great pleasure to be enrolled. I learned a lot. Thank you so much.,5
82815,"A great course, come jump in and learn good programming skills.",5
51272,"There are so many things I was doing wrong or without understanding what was going on until I took this class.The teacher is the best I ever had, she makes me want to learn more, practice more, make mistakes.I can't express how thankful I am with the opportunity of learning from the basics!!!Thank you so much!!!!",5
23353,Very Helpful! Thank you,5
85400,"Very Good, the course is very useful.",5
49557,Great!,5
105720,"Very insightful course, covers a lot of information, motivates to continue learning within the field. Thank you very much for these interesting past few months!",5
24885,Very informative!,5
55210,Andrew is a great teacher. I loved how he broke down everything into simple easily consumable information. I came into this course with a relatively good understanding of Linear Algebra and Statistics so it made things a lot more easier. Highly recommend the course to anyone looking to get some hands on experience with Machine Learning.,5
82185,top,5
7537,Very helpful not only for professional use but daily life with your own children also!,5
66850,"It's a difficult course with some hard topics on neurophysiology for people with no background on biology. On the other hand, it's a great challenge for everyone interested on brain decision making.",3
23927,So useful! The teacher is also absolutely brilliant. Thank you!,5
51371,The teacher is great!She is very didactic and made clear explanations.,5
40411,Lecturer is pretty good,4
73220,A very interesting course with great speakers.,4
105467,"Incedible structure and professor, an absolute must for everyone to understand war as an expression of humman being",5
10817,Everybody should take this sourse!,5
24884,"Difficult course. If this is what you are interested in,the work is all worth it.",5
101478,"Nice primer for modeling, but wish there were more workable problems to help hit the point home.",3
73817,Help me a lot,5
61826,Very good Course,5
7252,In this specialization it are all good documented wel explained courses,5
56830,It is such a nice class that worth for a try.,5
74559,"too basic for me, excellent for programming newbies",3
43426,very helpful to have a brand new perspective about learning.,4
13578,"Similar to the first course in this Specialization, a great course on algorithms and their applications. Frustrating at times, but I definitely recommend this course (and the others) if you are serious about implementing algorithms for whatever purpose.",5
63026,Great and complete course!!! congratulations!!!,5
99157,Thanks for every one make this course happen,5
76730,"A good pace for someone like myself who had not ""programmed"" since learning PASCAL back in 1983. I look forward to taking the entire series of Python classes.",5
13582,"I like this course very much! Rope is the cleverest task I have ever done! Of course, I hope in future I will work on even more difficult problems, but this is pretty good already for me as a student!",5
94553,Amaizing course,5
52483,"Excellent course. Don't need a financial background, easy to understand, very manageable - and with the former US Secretary of the Treasury onboard gain valuable insight into the whole cr",5
26713,Prof Yaakov really makes the class experience come to life & provides seamless instruction.,5
23972,A great overview to Global Health - though a bit dated. Still largely refers to MDGs and all....,4
2525,"This is an excellent course. You are given a six month license to use Tableau as well as practice data for the assignments and exercises. It is very practical and informative. It covers more than just Tableau. The first week is about framing data questions and working with stakeholders. The second and third week cover Tableau. The last week gives some very helpful tips for giving effective presentations. The final assessment will go over all of these things, so be prepared to put them to use if you want the final certificate.",5
17466,"The peer reviewed assignments are next to useless, as there is no oversight on them. I think there needs to be a basic comprehension assessment done first, before allowing fellow learners the ability to pass/fail students in the course.",1
37753,Not happy with the quality of the material. Dropped the whole specialization halfway through this class.,2
50812,Good introduction,5
89465,Brilliant!,5
95142,This course was really worth paying!!!Thank you for providing this course!,5
28220,A great introduction into the basics of graphic design. I would highly recommend.,5
48538,I learned so much. Love the interaction between the professors and how grounded and fun they are.,5
18008,"The content was interesting, but it was too much theory, sometimes a bit borring",3
69073,"Course is well organized, lectures explain learning concepts very well. And using python notebook examples to show machine learning uses are very unique and quite easy to follow. The assignments may not have been as challenging as some other school's courses, but overall, this is a great course for those who would like to have a practical approach to apply machine learning to solve data problems.",5
70151,"While the lectures were good, one of the mentors wasn't profesional at all, she was nasty, though the other one was very fine.But my chief complaint is the terrible method (in creative writing classes only ?) of using peer reviews to pass the class. I had a non-English-speaking person NOT pass me, a former English teacher, for no other reason than he misread the assignment. So I had to resubmit. I don't know who finally passed me, I think the peer review process is a shambles, and it lets Coursera personnel out of the process of doing grading and opens a can of worms with an incompetent peer reviewer having the power to not pass me. I don't think I will be taking creative writing classes again at Coursera, as going through that broken peer review process and having one mentor being off the wall just wasn't worth my time and anxiety.",2
42206,"This is really one of my beloved courses. It is not only about how to keep talent and develop it inside your team, it is discovering lots of extremely important keys to keep your team updated and flexible of fast change. This course helped me a lot not only in developing and picking talents for my team but also for changing myself and discovering its strengths and weaknesses.Thank you",5
84216,A good course for data structures in python... Gives a great learning experience with problem solving abilities...,5
2784,"The capstone project and corresponding course work is amazing. The project is framed as a business analysis problem with you acting as the analyst. You are tasked with exploring the company's database to extract the relevant information, construct a predictive model in Excel, visualize the results in Tableau, and deliver a persuasive presentation for your expert recommendation. This project actually utilizes skills learned throughout the specialization with an actual application of knowledge. Duke doesn't leave you stranded though. The course offers quizzes along the way to ensure that you have the correct values to arrive at the correct assumptions at each step so you know you can accomplish this task. I highly recommend this project and thank the University for this learning opportunity.",5
52776,Not as advertized and way too much peer rating stuff--we do all the work the instructor does little or none--too much peer rating stuff which I despise. And there seems to be no way to un-enroll.,1
13829,"I finished this course in a single day in roughly about 8 hours, including taking notes and doing writing assignments. The material is quite good, more geared towards the beginner to the concepts of Plot. But, in my favorite parts - the interviews with Amity Gaige and Amy Bloom, I discovered new sides and tones to Character and Setting. And, they now compel me towards doing the rest of the courses in this specialization.I really wish I could submit my assignments even without the certificate version of the course.Thank you Mr. Skyhorse and the Coursera team. :)",4
74739,"This course was very helpfull for me, before take this course i was afraid with start programing, but the way that the teacher explains is excellent, and the book is excelent to",5
88399,It's a great jumpstart introduction to get your teeth on python and raspberry pi. Professor Harris makes it a enjoyable trip to a new world of possibilities for enthusiast creators and developers.,5
92141,Take this course. Some assignments more difficult than others. Pace is good for folks newer to python but goes faster with some knowledge of programming,5
36601,Fantastic course! I had been very interested in the history and mechanics of the financial markets prior to taking this course -- reading as many books and even watching as many documentaries as I could. It was great to learn more about the topic from Professor Robert Shiller's perspective.,5
104883,Too much covered.,1
29578,I wish we could have feedback from coursera organizer as well for further improvement.,4
54409,Excellent course of first step of machine learning!,5
102955,More challenging than the first class but set up so you have all the tools to learn and grow.,5
100097,A very efficient way to get the tools and the motivation to improve work habits.,4
71916,"Very very exciting, I recommend !",5
34056,I consider myself as a beginner in Information Security area and this course helped me a lot to understand some of the basics of this field. Now i have a more clear idea on what i want to do and where i want to focus on. This course was really helpful to me and I would really like to thank you for the opportunity given. Wish you the best,5
38936,"thank you, Coleen! Your course is awesome!",5
41445,"Interesting problems, and nice lectures. Thanks a lot for having the opportunity to take part.",5
20983,"Overall, this was good study for learning basic functions in Excel. However, the tutorials and practice quizzes do not adequately prepare you for the actual graded Quiz at the end of each week that counts toward your final grade. You will definitely have to be either a quick study, who can pull a lot of inference and practical application out of minimal technical guidance, or know how to Google the steps that were glossed over in the videos or for which no practice question was provided. Also, side note, if you have a Mac, you will be somewhat flustered at times, and you will also need an add-on app for the Histogram portion.",3
42840,I loved this course. Barb has amazing teaching skills and I wanted to learn more and more. Will see if I can actually use it. I need to overcome zombies and vampires and that isn't easy.,5
84182,"Just like the previous class on these Specialization. The teaching method and the dynamics of the class is very enjoyable. Finally, I am learning Python without the suffering.Excellent course, excellent teacher, excellent material.",5
43008,Objective and useful to everyone want to learn something no matter what is...,5
7945,Amazingly simple reasons and ways in which we can keep children's food nutritious and healthy!,4
69749,"It's a great course! The only thing I did not fully like was the we could not learn any of the characters. I guess this course helped to develop the tones and the recognition of them, but, I think that a little shape in the characters and how each sound could improve this course a lot.",3
14263,"very good course, dealt nicely about basic requirements to be a data scientist",5
59322,Thank you!!! It was very interesting and it was worth the spent time.It may be slightly better if it would use R language instead of Octave. But this is only my opinion.Thank you so much!!!,5
36615,This course is a wonderful opportunity to learn with Professor Schiller!,5
10655,"Short, well organized, and very useful. Perhaps quizzes could be improved in order to address more relevant topics. Thanks!",4
24283,An excellent course to gain a working knowledge of fMRI and fMRI data analysis!,5
10668,"For most people this might be four stars. There is solid content here, but I couldn't help but feel a lot of this stuff is fairly standard OD/management material and in some ways, it felt like asking, say, a project manager to deliver a data science course. If you have never done any managerial training or read material on intrinsic motivation, org and team culture, then you will get value. For me this was pretty stock",3
102851,ready to get into the nitty gritty,5
48174,Some personal intuitions seem to be true. Very interesting material,4
30391,"I really like short courses which give you a lot. I learnt many key, although simple, points from this course. Thank you.",5
8355,Excellent course for beginners!!!,5
11532,"As a new teacher of students with ASD, I am glad this course was available. I learned great background and foundational information which gave me a better understanding of students with ASD. The course also gave lots of information and resources for further study. I will recommend this course for other individuals who work with or interested in learning about individuals with ASD.",5
840,"It has good content, but there were missing classes to give more advices or clear any question students have, when grading peer review homeworks there were plenty of mistakes that would have been avoided if there were more video lectures or forums with teachers.",3
93433,"The combination of assignments and quiz were amazing, It did make me relook at things I though I was clear. Coding made it challenging and exciting",5
87966,Amazing intro to PR with an inspiring teacher.,5
61013,Really provides good basis in understanding your finances,5
52892,"It's great, I was able to understand Private Equity and it is vital for my work, even though I'm a Computer Engineer",5
79741,"Presentation is clean and good. Exercises are totally guided, and don't actually cover the whole scope of the course.",4
5845,the material are great so much information and it is the first from the hole specializationbut! the explanation is so weak doesn't match at all with this big datathe pseudocode is so distracting and hard to readi always get lost and i don't know is it an array in the code or variable and what does he want to do with itthe pseudocode should be just a normal english code saying what to donot an understandable signs :\i am really sad that i couldn't get benefits from this amount of knowledge,2
2587,Relevant introduction to get productive with Tableau quickly. Clear examples with the ability to apply immediately with a temporary student license to Tableau.,5
10050,"I liked the professor very much, and the expert interviews were interesting. On the other side, she used a lot of articles from the internet which gave not much knowledge. I think it would be better to use more material from professional manuals, not from ""trendy"" websites.",3
31679,Very informative and interesting. Loved the format.,5
39508,"Very interesting course, where lots of useful ideas is presented. I'm just wondering how many apps can be developed for example to the industry like process control, electricalenergy technology and so on.",5
84713,One of the most adorable profs I ever met!! Dr. Chuck has made the course so fun while educative.,5
28340,I enjoyed Fundamentals of Graphic Design. The course in such a small time makes you understand the thinking that goes behind any creative work.Thank you.Amit,5
60711,Great course!,5
87860,"Another in an excellent series of Python courses. Thanks for making the videos shorter, it's hard to download stuff here in Southeast Asia.",5
87692,Very nice course! Thank you Dr. Chuck!,5
63767,"Great introduction to Bootstrap, even for experienced programmers.",5
99410,It is a very useful course! I learned a lot about Angular. All the concepts are well explained and you will love AngularJS after just five weeks.,5
104984,This is the worst course so far. This should be a 2 month course or the course descritpion should be changed to make sure you have some statistics knowledge.,2
27951,amazingly practical,5
50476,this course very use full in my life,5
66809,It is very basic and boring. Really you can spend 5 min Googling the things you learn on this course.,3
93072,Very good introductory course to R programming,5
93425,Decent basic introduction to R language for those how haven't work with R or just need a quick refresher,4
66130,Great breadth of detail. I learned a lot.,5
45225,This course should be a requirement for any higher education program. Great course!,5
99284,"Excellent Course, great teacher",5
57875,"The way the concepts are being delivered and, illustrations to clarify those concepts are extra ordinary!!",5
93696,The introduction of Swirl helps beginners get their hands on R.,5
22297,"This is a very useful course for me on my job, for the property insurance claim requires me to understand what the balance sheets are talking about",5
1086,"Ancient History: it is not boring anymore (for me)! Charming Prof. Andrew Szegedy-Maszak gives materials in a way, that you feel an every character (even mithological) was a real person involved in a real story. I also like nice sence of humor and a voice of lecturer! A lot of reading was easy and interesting to learn during the course.",5
36527,professor shiller is the best,5
64062,Very well explained by the instructor. Coursera is a very good platform for learning.,4
89956,As a software engineer with computer science background I found that course enhancing my knowledge. I'm going to continue the specialization.,5
26467,I have compared it to other web development course and this is the best course so far in my opinion.Thank you for such a wonderful learning.,5
65932,"Very intriguing and carefully structured course. It was pleasant and easy to watch and understand the lectures, even without having any backround knowledge on the field. Great work,indeed.",5
69626,Liked it very much! Easy for beginners and it created much interest for China!,4
87801,It would be much better if the difficulty of programming homework is harder.,4
65941,Very insightful,5
72796,"I saw a number of machine courses that are with too general contents and more like conference presentations. It's hard to learn and grasp something from them. However this is a real Machine Course that provides informative, appropriate details and derivations from which I can learn and understand the meaning and insights buried in math symbols and equations. No doubt, the optional video lectures are excellent enhanced ""nutrition."" Looking forward to the three courses in this specialization. Thanks, Profs. Emily Fox and Carlos Guestrin, for instructing such wonderful authentic courses.",5
17745,"it was a great learning experience,the lectures were good and excellently designed",5
91076,A very good course that makes you think.,4
46274,It's a wonderful course.,5
55108,The most clearly explained MOOC I've participated until now.,5
71783,Good intro to logistic and supply chain. Well explained and interesting assignments to help put your knowledge into practice. Definitely will continue with next courses.,4
34292,5 Stars. The professor did an excellent job. Drove the points home with relevant readings and lectures that were concise and made references to examples that enhanced the topics. I hope every other class turns out this smooth and efficient.,5
77856,One of the best online courses I have done -mostly as a refresher so I ran through the whole thing in 2 days (about 4h of work) but it got me interested in completing the whole series within a couple of weeks.,5
8609,Very nicely organized course.,5
92016,"Great professor, great class",5
54569,Thanks Mr. Andrew NG very much!!!,5
54367,"Prof. Andrew Ng did a really excellent job in this course for understanding Machine Learning. The assignments, as well as the choice on programming language ensures that the learners can focus on the concept itself instead and less on the nuances of syntax. The lectures are well divided into sections interrupted by short quizzes that allows learners can self-check if they understood that particular segment before moving on to the next. This lesson is perfect not just in teaching the subject matter itself, but also in demonstrating how the lesson can be presented in a way that it can easily be understood.",5
48289,This course is one of the most important and useful on coursera.org. I am very grateful to Dr. Barbara Oakley and Dr. Terrence Sejnowski for preparing and sharing this course.,5
78705,Simply excellent. Highly recommended as an introduction to the Python programming language.,5
64410,"good course but too much easy, can be a good review.",4
58636,"Excellent course for new learner. But talking little about math, and many mathematical proofs were skipped, so if you eager to find out why, that's not enough.",5
67284,"Lots of great material. A good place to start for those new to mindfulness and an opportunity to broaden and deepen one's practice for more long-term practitioners. A variety of religious and secular perspective are covered, both current and historical, with a view toward ethics and practical application. The perspective presented is unbiased and encourages independent thinking, self-analysis and reflection. It was well worth the time I invested and I intend to continue referring back to the notes I have made as well as the resources that have been provided throughout the course. I look forward to more from Prof. Goto-Jones in this area!",5
42349,She is a wonderful instructor and makes you feel like your a personal friend!Awesome experience!!,5
74875,"I like the teacher and his teaching style, thanks for making Python so interesting.",5
100934,Great course and i have feel that i have a better understanding of the fundamentals of project planning. There was so much that i never considered before and i will start to apply to my next future projects.,5
24349,Help on topics is very limited. Nothing more than instruction videos. Discussion forums are helpful only to solve assignments. There is hardly any input from instructor about genuine theoretical questions.,2
81271,"I've lot studied, Thanks to Coursera allow me to tried this course, This is great Course for everyone who want dedicated their self into SEO thing more professional.",5
40913,4.5 Star. That's a really good course. You learn and test your knowledge. It is more that just a tutorial.,5
93016,Challenging yet rewarding course for programming beginners!,5
6714,"Prof. Biss is outstanding, clearly articulating his interpretations and providing exceptional playing. Loved the level of detail both technically and academically. Far and above other Coursera music offerings I've sampled. More please.",5
83414,Not enough exercises. Better have at least 10 programming exercises for each week. More difficult material = more exercises.,3
52243,Challenging but excellent course! I learned a lot here on lesson plan design and assessment.,5
72915,Good introduction to typography. Learned a lot.,5
96906,"Awesome course, especially for Jazz pianists!",5
21026,investing class with ideas i hadn't considered prior to taking the course.,4
13877,Real basics. Not certificate worthy though..,4
51059,"Undoubtedly a thoughtful and engaging course. While the quizzes were hardly challenging, the lectures and various interviews more than made up for this by demanding active engagement with the material. Additionally, the larger project provided an interesting avenue through which to explore the material. Overall, Gut Check accomplishes what it sets out to do: educate students on this in vogue are of research in such a way as to encourage them to pursue microbiome research.",5
639,very informative,5
51768,Positive experience. I learned a lot!,5
99689,"The exam answers were not clear.... The were questions not related to the videos. This was an excel course and no excels were available to download, just PDF. In the other two courses (Quantitative Modeling and Accounting Analytics) the excels were explained and available for download. This was an excel course and no excels available.....",3
72598,I learned quite a lot during this which I can use in practice. Everything is well explained in the video's. If I had to call a down side then I would say that I had a hard time with the math. This is because I never did something matrices and linear algebra. For those people who miss this background info I would like to say: if you're dedicated then you should be able to survive this course!,5
454,"work motivational, very clear, well structured on a steady groove ... excellent!",4
14479,Is this a real course for a data scientist just installing shit and a peer reviewing for that screenshot and forking all repos ...very bad not worth to be with rest course in specialization,1
4775,"I thank Dr. Meisler, and everyone else involved in this course for their excellent work and for enabling me to obtain the knowledge that I have acquired studying this course. Well done.",5
83084,Thank you so much about this course,5
32964,This Course is very Good. You can learn a lot by taking this Course!,5
64000,Best course I ever found,5
25891,"It's a simple and straight-forward course that brings you through the basics pretty fast. If you have the time, you could actually do the whole course in a day or two, just coming back for peer review. There are no surprises and the projects are simple. The instructor even lists what the objects of each lesson and video are, so if you need to look back at a specific feature, you need only look at the titles and then watch that one video. It's also interesting to see what people think of when creating a second level, if they try to go further.",4
82225,Well prepared course,5
48891,very useful course,5
34846,"I am an Architect-Planner by profession. Was looking for this course for quite sometime. I finally found it on Coursera. I had a great time learning Fundamentals of GIS. I had never before worked in Gis though I had a very little theoretical idea. But, at the end of this course, I was able to analyse and make my own map, something I had never done before with GIS. The lectures were to the point, with most of the details covered. The assignments for practice were very helpful too. This course comes with a very helpful reading materiaI and a year long licensed version of ArcGIS too. I had a great time in taking up the quizes, and the peer reviewed final assignment. I highly recommend this course. Last but not the least, thank you Nick Santos for teaching so well! got back to class almost after 8 years and had a great time! I am sure that this will help me taking up further studies in my field.",5
105162,"The only reason this excellent course does not have five stars is because of the technical issues that are the responsibility of Coursera and the failure of some of the peers to write peer reviews according to the instructions. I heartily recommend this course to anyone seeking to kick start, revive, or tune up serious writing.",4
15517,"This was an incredible course with information that I could immediately put to use in my current, middle management position. Even someone that is not in management or is at a higher level of management would benefit from the skills taught.",5
26818,"I can tell that the Professor undertook a lot of careful planning and execution in preparing this course for students. Yaakov Chaikin teaches the course in a fun, problem-solving way. I personally appreciate his clear enunciation of words and thorough explanations of his website-planning process and the tools needed to accomplish the goals.",5
92101,"This course does an excellent job of blending a basic introduction to relational databases and SQLite with some important tools in Python. Folks comfortable with SQL can probably skip most of the lecture in weeks 2 and 3, as the content is focused on learning SQL and using the SQLite browser as opposed to using Python with these tools. This was a great way to bring together the fundamentals from the first three courses in this specialization.",5
18702,"Great visuals, content and lectures from the professors. Easy to follow!",5
65150,"Good course, and the full stack specialization is an excelent idea.Thanks !",4
75439,Excellent method of teaching!Thank you!,5
31021,achieveable and helpful!,5
48682,Very well structured and highly interesting !,5
82265,Excellent course which has emphasis on storyboarding and non-verbal aspects of communication. Very useful peer review system used.,5
80902,Maybe the best non computer science related course I have ever took,5
64314,"Compared with the regression course, this course was a slight disappointment. 1. there is less material compared to the regression course. Maybe this is because classification concepts are more intuitive. 2. the slides are much less prepared. Some of the sides even re-use earlier lesson slides in the beginning as a ""review"", much like soap operas re-use scenes from earlier episodes as ""memory recall"" to fill air time. 3. the math is more handwavy compared to the regression course. Neither course are supposed to go in depth with proofs, but I felt the regression course was at the right level and this course degraded too far. Do note it's very possible that I'm biased because I have seen more of the material from this course than the regression course.",3
17481,"loved this course, the prompts really got me thinking and writing about things/topics that were different for me. Being forced outside my comfort zone has really gotten me thinking about writing from a different angle and I think that will help so much moving back to my own writing",5
76638,"I had some experience with programming from 25 years ago, but I think that the videos, the book chapters, and the mentors that supported the discussions were all fantastic. I would highly recommend the class, and I would highly recommend Coursera in general. Thank you for the opportunity",5
57491,Great course!,5
51841,"Very enjoyable course. A big thank to all the teachers! Especially the humorous and charming Dr Dixon. I never thought American teachers could be so humorous as I have some bad experience with an American teacher when I was young.When I started my Form 1 secondary education at the age of 13, an American male teacher marched into our classroom and ordered us to have an English name each. He said that our Chinese names sounded silly to him and they were difficult to pronoun. I said to him as I came from a village and my mother was illiterate, could he recommend a name. He said that he didn't care, i could call myself Barbara, Mary, anything I like. I felt so insulted and that put me off from learning English for a long time.I guess he was using Direct approach at that time because he did not speak Chinese, and none of the students understood English then. We did not understand what he said throughout the whole year.I am proud of the name my father gave me and I still only use my Chinese name.",5
36553,It is a general course for non-specialist in finance.,4
103711,"Very good level, excellent teacher!!!",5
27480,The content was excellent but it requires a high interest/attention span on part of the students because very few teaching aids are used.,4
88587,"It was a very good course - simple but had all essential components.... would have loved it if there were one more simulation for a different situation throughout the course.... Rest, it was a great learning..",4
77634,This course is very good for beginners.,5
79576,Great course,5
27022,really good instructor,5
3589,Now i understand how gps planing routes work! I really like Data Structures and the importance of Graphs,5
5539,"Structured, easy to understand and clear. Advocates positive and value based approach to negotiations.",5
68373,Awesome course! Very helpful with a practical / example-driven approach that helps build intuition.,5
34130,Excellent content. The course is easy to follow and not exhausting at all. It will help me a lot in my career.,5
19522,Excellent but need more challenging questions both in theory and programming part.,4
59143,Very good course!,4
25449,Good One... there are few rough edges but a good start,5
79444,I loved this course!,5
106824,"This course is fantastic, it show me lots of things that end up help me with my work!",5
68959,A good introduction to machine learning.,5
95710,Superb course. I learnt so much!,5
40217,very interesting,5
